from,to,flightType,price,distance,agency
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Aracaju (SE),premium,1149.53,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),premium,1174.97,808.85,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Aracaju (SE),firstClass,1468.03,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),firstClass,1515.79,808.85,CloudFy
Florianopolis (SC),Brasilia (DF),economic,636.51,637.56,CloudFy
Brasilia (DF),Florianopolis (SC),economic,884.94,637.56,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,466.3,CloudFy
Florianopolis (SC),Natal (RN),economic,780.68,709.37,Rainbow
Natal (RN),Florianopolis (SC),economic,884.4,709.37,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),premium,672.66,466.3,Rainbow
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Natal (RN),firstClass,1385.49,709.37,Rainbow
Natal (RN),Florianopolis (SC),firstClass,1554.92,709.37,Rainbow
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Sao Paulo (SP),premium,577.76,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),premium,1367.6,562.14,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,466.3,FlyingDrops
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,961.99,466.3,FlyingDrops
Florianopolis (SC),Campo Grande (MS),firstClass,930.34,573.81,FlyingDrops
Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,573.81,FlyingDrops
Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,466.3,CloudFy
Florianopolis (SC),Natal (RN),firstClass,1385.49,709.37,Rainbow
Natal (RN),Florianopolis (SC),firstClass,1554.92,709.37,Rainbow
Florianopolis (SC),Brasilia (DF),premium,885.37,637.56,CloudFy
Brasilia (DF),Florianopolis (SC),premium,1189.32,637.56,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,875.65,466.3,CloudFy
Florianopolis (SC),Recife (PE),economic,674.52,676.53,CloudFy
Recife (PE),Florianopolis (SC),economic,761.2,676.53,CloudFy
Florianopolis (SC),Aracaju (SE),economic,819.41,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),economic,852.18,808.85,Rainbow
Florianopolis (SC),Campo Grande (MS),premium,714.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),premium,1030.13,573.81,Rainbow
Florianopolis (SC),Natal (RN),firstClass,1385.49,709.37,Rainbow
Natal (RN),Florianopolis (SC),firstClass,1554.92,709.37,Rainbow
Florianopolis (SC),Salvador (BH),economic,898.67,937.77,CloudFy
Salvador (BH),Florianopolis (SC),economic,943.15,937.77,CloudFy
Florianopolis (SC),Salvador (BH),economic,915.02,937.77,Rainbow
Salvador (BH),Florianopolis (SC),economic,899.6,937.77,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,562.14,CloudFy
Florianopolis (SC),Aracaju (SE),firstClass,1574.28,808.85,FlyingDrops
Aracaju (SE),Florianopolis (SC),firstClass,1499.93,808.85,FlyingDrops
Florianopolis (SC),Aracaju (SE),economic,879.1,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),economic,869.13,808.85,CloudFy
Florianopolis (SC),Aracaju (SE),premium,1248.7,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),premium,1132.81,808.85,Rainbow
Florianopolis (SC),Sao Paulo (SP),economic,427.0,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),economic,908.17,562.14,Rainbow
Florianopolis (SC),Campo Grande (MS),premium,714.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),premium,1030.13,573.81,Rainbow
Florianopolis (SC),Salvador (BH),premium,1367.88,937.77,Rainbow
Salvador (BH),Florianopolis (SC),premium,1336.68,937.77,Rainbow
Florianopolis (SC),Campo Grande (MS),firstClass,949.58,573.81,CloudFy
Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,573.81,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,466.3,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,466.3,FlyingDrops
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,961.99,466.3,FlyingDrops
Florianopolis (SC),Brasilia (DF),economic,636.51,637.56,CloudFy
Brasilia (DF),Florianopolis (SC),economic,884.94,637.56,CloudFy
Florianopolis (SC),Natal (RN),firstClass,1385.49,709.37,Rainbow
Natal (RN),Florianopolis (SC),firstClass,1554.92,709.37,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Recife (PE),firstClass,1175.62,676.53,Rainbow
Recife (PE),Florianopolis (SC),firstClass,1371.83,676.53,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),premium,672.66,466.3,Rainbow
Florianopolis (SC),Recife (PE),premium,918.66,676.53,CloudFy
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Recife (PE),economic,674.52,676.53,CloudFy
Recife (PE),Florianopolis (SC),economic,761.2,676.53,CloudFy
Florianopolis (SC),Salvador (BH),firstClass,1692.64,937.77,FlyingDrops
Salvador (BH),Florianopolis (SC),firstClass,1616.44,937.77,FlyingDrops
Florianopolis (SC),Aracaju (SE),economic,819.41,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),economic,852.18,808.85,Rainbow
Florianopolis (SC),Natal (RN),economic,726.95,709.37,CloudFy
Natal (RN),Florianopolis (SC),economic,873.07,709.37,CloudFy
Florianopolis (SC),Brasilia (DF),economic,555.01,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),economic,889.07,637.56,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,466.3,CloudFy
Florianopolis (SC),Campo Grande (MS),economic,544.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),economic,764.53,573.81,Rainbow
Florianopolis (SC),Recife (PE),firstClass,1175.62,676.53,Rainbow
Recife (PE),Florianopolis (SC),firstClass,1371.83,676.53,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,466.3,CloudFy
Florianopolis (SC),Aracaju (SE),premium,1248.7,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),premium,1132.81,808.85,Rainbow
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Recife (PE),premium,918.66,676.53,CloudFy
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Campo Grande (MS),economic,478.02,573.81,CloudFy
Campo Grande (MS),Florianopolis (SC),economic,808.63,573.81,CloudFy
Florianopolis (SC),Aracaju (SE),economic,879.1,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),economic,869.13,808.85,CloudFy
Florianopolis (SC),Campo Grande (MS),firstClass,949.58,573.81,CloudFy
Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,573.81,CloudFy
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Aracaju (SE),firstClass,1468.03,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),firstClass,1515.79,808.85,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),premium,708.27,466.3,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),premium,672.66,466.3,Rainbow
Florianopolis (SC),Aracaju (SE),economic,879.1,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),economic,869.13,808.85,CloudFy
Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,562.14,CloudFy
Florianopolis (SC),Campo Grande (MS),firstClass,930.34,573.81,FlyingDrops
Campo Grande (MS),Florianopolis (SC),firstClass,1310.32,573.81,FlyingDrops
Florianopolis (SC),Salvador (BH),firstClass,1630.75,937.77,Rainbow
Salvador (BH),Florianopolis (SC),firstClass,1654.09,937.77,Rainbow
Florianopolis (SC),Aracaju (SE),firstClass,1582.1,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),firstClass,1582.41,808.85,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,562.14,FlyingDrops
Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,562.14,FlyingDrops
Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,562.14,FlyingDrops
Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,562.14,FlyingDrops
Florianopolis (SC),Sao Paulo (SP),economic,426.91,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),economic,947.95,562.14,CloudFy
Florianopolis (SC),Natal (RN),firstClass,1315.27,709.37,CloudFy
Natal (RN),Florianopolis (SC),firstClass,1570.02,709.37,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,466.3,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,466.3,Rainbow
Florianopolis (SC),Recife (PE),firstClass,1300.6,676.53,CloudFy
Recife (PE),Florianopolis (SC),firstClass,1354.53,676.53,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,466.3,Rainbow
Florianopolis (SC),Campo Grande (MS),premium,714.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),premium,1030.13,573.81,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,562.14,FlyingDrops
Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,562.14,FlyingDrops
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Brasilia (DF),firstClass,1127.36,637.56,CloudFy
Brasilia (DF),Florianopolis (SC),firstClass,1487.52,637.56,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,466.3,CloudFy
Florianopolis (SC),Salvador (BH),premium,1311.38,937.77,CloudFy
Salvador (BH),Florianopolis (SC),premium,1321.52,937.77,CloudFy
Florianopolis (SC),Natal (RN),premium,1114.55,709.37,Rainbow
Natal (RN),Florianopolis (SC),premium,1212.58,709.37,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,466.3,FlyingDrops
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,961.99,466.3,FlyingDrops
Florianopolis (SC),Recife (PE),economic,674.52,676.53,CloudFy
Recife (PE),Florianopolis (SC),economic,761.2,676.53,CloudFy
Florianopolis (SC),Sao Paulo (SP),economic,427.0,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),economic,908.17,562.14,Rainbow
Florianopolis (SC),Aracaju (SE),premium,1149.53,808.85,CloudFy
Aracaju (SE),Florianopolis (SC),premium,1174.97,808.85,CloudFy
Florianopolis (SC),Brasilia (DF),economic,555.01,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),economic,889.07,637.56,Rainbow
Florianopolis (SC),Aracaju (SE),firstClass,1574.28,808.85,FlyingDrops
Aracaju (SE),Florianopolis (SC),firstClass,1499.93,808.85,FlyingDrops
Florianopolis (SC),Natal (RN),premium,1114.55,709.37,Rainbow
Natal (RN),Florianopolis (SC),premium,1212.58,709.37,Rainbow
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Salvador (BH),economic,915.02,937.77,Rainbow
Salvador (BH),Florianopolis (SC),economic,899.6,937.77,Rainbow
Florianopolis (SC),Natal (RN),economic,726.95,709.37,CloudFy
Natal (RN),Florianopolis (SC),economic,873.07,709.37,CloudFy
Florianopolis (SC),Aracaju (SE),premium,1248.7,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),premium,1132.81,808.85,Rainbow
Florianopolis (SC),Salvador (BH),firstClass,1692.64,937.77,FlyingDrops
Salvador (BH),Florianopolis (SC),firstClass,1616.44,937.77,FlyingDrops
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Natal (RN),economic,780.68,709.37,Rainbow
Natal (RN),Florianopolis (SC),economic,884.4,709.37,Rainbow
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Brasilia (DF),firstClass,1127.36,637.56,CloudFy
Brasilia (DF),Florianopolis (SC),firstClass,1487.52,637.56,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,466.3,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,466.3,CloudFy
Florianopolis (SC),Aracaju (SE),economic,819.41,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),economic,852.18,808.85,Rainbow
Florianopolis (SC),Campo Grande (MS),economic,544.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),economic,764.53,573.81,Rainbow
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,466.3,Rainbow
Florianopolis (SC),Salvador (BH),economic,898.67,937.77,CloudFy
Salvador (BH),Florianopolis (SC),economic,943.15,937.77,CloudFy
Florianopolis (SC),Campo Grande (MS),firstClass,857.32,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,573.81,Rainbow
Florianopolis (SC),Salvador (BH),premium,1311.38,937.77,CloudFy
Salvador (BH),Florianopolis (SC),premium,1321.52,937.77,CloudFy
Florianopolis (SC),Campo Grande (MS),economic,544.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),economic,764.53,573.81,Rainbow
Florianopolis (SC),Brasilia (DF),firstClass,1127.36,637.56,CloudFy
Brasilia (DF),Florianopolis (SC),firstClass,1487.52,637.56,CloudFy
Florianopolis (SC),Natal (RN),premium,1128.51,709.37,CloudFy
Natal (RN),Florianopolis (SC),premium,1165.99,709.37,CloudFy
Florianopolis (SC),Salvador (BH),firstClass,1630.75,937.77,Rainbow
Salvador (BH),Florianopolis (SC),firstClass,1654.09,937.77,Rainbow
Florianopolis (SC),Aracaju (SE),premium,1248.7,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),premium,1132.81,808.85,Rainbow
Florianopolis (SC),Natal (RN),economic,780.68,709.37,Rainbow
Natal (RN),Florianopolis (SC),economic,884.4,709.37,Rainbow
Florianopolis (SC),Salvador (BH),firstClass,1640.8,937.77,CloudFy
Salvador (BH),Florianopolis (SC),firstClass,1657.48,937.77,CloudFy
Florianopolis (SC),Sao Paulo (SP),premium,577.76,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),premium,1367.6,562.14,Rainbow
Florianopolis (SC),Salvador (BH),firstClass,1692.64,937.77,FlyingDrops
Salvador (BH),Florianopolis (SC),firstClass,1616.44,937.77,FlyingDrops
Florianopolis (SC),Natal (RN),economic,726.95,709.37,CloudFy
Natal (RN),Florianopolis (SC),economic,873.07,709.37,CloudFy
Florianopolis (SC),Campo Grande (MS),economic,544.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),economic,764.53,573.81,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,562.14,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,562.14,CloudFy
Florianopolis (SC),Recife (PE),premium,1013.4,676.53,Rainbow
Recife (PE),Florianopolis (SC),premium,1070.54,676.53,Rainbow
Florianopolis (SC),Recife (PE),firstClass,1292.29,676.53,FlyingDrops
Recife (PE),Florianopolis (SC),firstClass,1434.38,676.53,FlyingDrops
Florianopolis (SC),Salvador (BH),premium,1367.88,937.77,Rainbow
Salvador (BH),Florianopolis (SC),premium,1336.68,937.77,Rainbow
Florianopolis (SC),Recife (PE),premium,1013.4,676.53,Rainbow
Recife (PE),Florianopolis (SC),premium,1070.54,676.53,Rainbow
Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,562.14,FlyingDrops
Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,562.14,FlyingDrops
Florianopolis (SC),Sao Paulo (SP),economic,427.0,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),economic,908.17,562.14,Rainbow
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Natal (RN),firstClass,1348.79,709.37,FlyingDrops
Natal (RN),Florianopolis (SC),firstClass,1540.6,709.37,FlyingDrops
Florianopolis (SC),Salvador (BH),economic,898.67,937.77,CloudFy
Salvador (BH),Florianopolis (SC),economic,943.15,937.77,CloudFy
Florianopolis (SC),Sao Paulo (SP),economic,427.0,562.14,Rainbow
Sao Paulo (SP),Florianopolis (SC),economic,908.17,562.14,Rainbow
Florianopolis (SC),Recife (PE),economic,674.52,676.53,CloudFy
Recife (PE),Florianopolis (SC),economic,761.2,676.53,CloudFy
Florianopolis (SC),Sao Paulo (SP),economic,426.91,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),economic,947.95,562.14,CloudFy
Florianopolis (SC),Recife (PE),firstClass,1300.6,676.53,CloudFy
Recife (PE),Florianopolis (SC),firstClass,1354.53,676.53,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1097.17,637.56,FlyingDrops
Brasilia (DF),Florianopolis (SC),firstClass,1569.65,637.56,FlyingDrops
Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,466.3,CloudFy
Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,466.3,CloudFy
Florianopolis (SC),Recife (PE),premium,918.66,676.53,CloudFy
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,466.3,Rainbow
Florianopolis (SC),Campo Grande (MS),economic,478.02,573.81,CloudFy
Campo Grande (MS),Florianopolis (SC),economic,808.63,573.81,CloudFy
Florianopolis (SC),Recife (PE),economic,674.52,676.53,CloudFy
Recife (PE),Florianopolis (SC),economic,761.2,676.53,CloudFy
Florianopolis (SC),Campo Grande (MS),economic,544.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),economic,764.53,573.81,Rainbow
Florianopolis (SC),Recife (PE),firstClass,1300.6,676.53,CloudFy
Recife (PE),Florianopolis (SC),firstClass,1354.53,676.53,CloudFy
Florianopolis (SC),Aracaju (SE),firstClass,1582.1,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),firstClass,1582.41,808.85,Rainbow
Florianopolis (SC),Natal (RN),premium,1114.55,709.37,Rainbow
Natal (RN),Florianopolis (SC),premium,1212.58,709.37,Rainbow
Florianopolis (SC),Sao Paulo (SP),economic,426.91,562.14,CloudFy
Sao Paulo (SP),Florianopolis (SC),economic,947.95,562.14,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,466.3,Rainbow
Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,466.3,Rainbow
Florianopolis (SC),Natal (RN),premium,1128.51,709.37,CloudFy
Natal (RN),Florianopolis (SC),premium,1165.99,709.37,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Recife (PE),premium,918.66,676.53,CloudFy
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Natal (RN),premium,1114.55,709.37,Rainbow
Natal (RN),Florianopolis (SC),premium,1212.58,709.37,Rainbow
Florianopolis (SC),Campo Grande (MS),firstClass,857.32,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,573.81,Rainbow
Florianopolis (SC),Campo Grande (MS),premium,714.86,573.81,Rainbow
Campo Grande (MS),Florianopolis (SC),premium,1030.13,573.81,Rainbow
Florianopolis (SC),Recife (PE),premium,918.66,676.53,CloudFy
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Salvador (BH),economic,898.67,937.77,CloudFy
Salvador (BH),Florianopolis (SC),economic,943.15,937.77,CloudFy
Florianopolis (SC),Aracaju (SE),firstClass,1582.1,808.85,Rainbow
Aracaju (SE),Florianopolis (SC),firstClass,1582.41,808.85,Rainbow
